Time,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Label
1.94,12.02353776,2.324744439,-2.010135653,7.781318843,7.754195477,-0.795565268,-1.311160844,1
1.95,2.899054327,-5.407292509,-1.951908957,6.519965264,6.578953358,-21.42807806,-1.719146089,1
1.96,11.83918248,-7.903228943,-2.924723829,7.535709764,7.366630725,-23.06571545,2.173557823,1
1.97,11.13175957,-11.96268834,-4.242204855,6.751148178,7.019402531,17.03048222,-0.033730473,1
1.98,12.71478974,-0.866483062,-6.877438443,7.357531763,6.687222713,-24.63155552,-2.146335338,1
1.99,13.66872983,-10.24090645,-2.766610178,7.935974908,6.85317919,10.18789019,-2.794869064,1
2,7.907052396,-7.549264866,1.716261392,6.336247995,-7.240935702,-2.721844851,-3.092736218,1
2.01,12.82581589,-1.677535565,2.606488117,7.479736919,-10.15260197,23.47547855,0.06171824,1
2.02,7.299423723,-4.023027714,9.406122406,5.360161239,-8.003173526,15.49609466,-9.287328614,1
2.03,17.38663282,-5.415709764,-2.548067549,7.975338613,-8.593911778,-5.019409767,1.732967087,1
2.04,4.257411224,-6.095107148,-2.288008812,5.454199153,-7.050133672,-5.308516053,-1.561924522,1
2.05,2.560182615,0.663669218,-2.139342542,6.936268945,-7.510434792,-18.57029197,-2.802304733,1
2.06,3.017391653,6.045403848,3.586193681,6.810356341,-6.40411695,-6.770426631,2.62290892,1
2.07,6.075014446,-7.888964083,1.47089713,7.86167039,-6.452610244,-14.79094214,0.020575138,1
2.08,5.177354794,-2.339020051,7.094973961,8.789185425,-8.532920689,-9.196419608,1.614295417,1
2.09,17.49433049,4.422898999,-2.293158089,6.811984755,-6.039612828,3.115786306,-2.538841563,1
2.1,8.379833619,0.137445194,7.93118133,7.00858861,-6.791445894,18.09558953,3.021108319,1
2.11,4.330562807,-8.727905488,8.116624339,5.941353017,-6.227644364,-20.08991434,-1.444013492,1
2.12,14.17384924,-7.482221828,0.89663224,7.565174709,-6.366327565,16.50284104,-1.061519915,1
2.13,7.384889355,-8.352891257,-1.25391769,7.997977238,-5.430665838,21.03333669,1.667822033,1
2.14,4.797855222,-9.963648558,3.578165659,8.176571003,-3.484342215,-13.81859938,-1.518168755,1
2.15,13.26252333,-8.548488078,-2.248231968,6.003915273,-5.710541966,-14.95762077,-5.748530511,1
2.16,12.26612994,-4.151258429,14.46399386,6.126510891,-3.185222919,13.42175905,0.135910425,1
2.17,8.045982311,-8.426592061,3.365859303,7.904619524,-5.891964328,-23.97359001,-2.750717182,1
2.18,15.42871052,-1.140391771,7.284925259,7.939172672,-5.450991249,-0.502822781,-0.825065352,1
2.19,10.32731149,-4.934185923,-5.062642965,4.950006771,-3.718036421,-23.8812272,6.268887589,1
2.2,16.2906709,-7.56428733,-7.95484955,6.183438535,-4.637890136,15.36489686,-3.874932775,1
2.21,11.84541558,-1.175524054,6.682963147,4.805107353,-3.929433564,-23.78193566,-0.879657376,1
2.22,16.08086551,-4.037544017,5.664330926,6.808816411,-4.112995778,-16.97230448,-4.26798256,1
2.23,10.29405674,-4.333605086,-1.984998587,7.141689043,-2.653269909,-12.69342884,-3.211399623,1
2.24,4.987881854,-0.482397557,-0.812430053,7.349133952,-5.523265013,24.8558899,-7.799203635,1
2.25,19.674358,-2.840011855,-1.481870611,7.45206922,-4.982132713,-3.962537644,2.668882483,1
2.26,7.703420775,-6.273679603,3.97429639,7.657262312,-3.431380231,-21.38686083,0.982724887,1
2.27,9.100409734,-1.06335652,8.159964644,6.899272391,-0.902947007,-12.48643213,2.021075835,1
2.28,7.103020237,-4.225577018,-6.642818237,5.488118195,-4.134567781,-4.421548164,7.11025304,1
2.29,9.099498515,8.794253981,5.508279036,7.213768804,-2.805949561,-3.987004315,-0.799389536,1
2.3,10.89182478,-0.318056462,-2.599758864,7.751167079,-1.33097842,-18.89140778,-4.482825871,1
2.31,10.73614676,-0.063727291,-0.53093122,5.587541155,-2.049735982,-24.5248107,-1.914417969,1
2.32,12.58019426,0.607805621,1.701436221,6.032216148,-0.578438885,15.77277067,0.414703867,1
2.33,17.11164074,-5.464410685,-5.49531616,8.201208743,-4.313147516,-12.90224311,0.076941353,1
2.34,9.467651883,0.685346743,19.74637372,8.630151933,-3.666284119,-20.82877772,1.879654101,1
2.35,5.023136704,-5.776938367,17.2419149,6.534941407,-4.395384765,-5.488834204,-4.444917029,1
2.36,5.232063585,-10.06325302,7.214950387,5.695692487,-2.760461887,-3.373036414,2.701346387,1
2.37,7.303641208,-8.740047957,6.646676838,6.401642542,-1.80735916,1.204790549,2.371256422,1
2.38,3.274805772,-3.292157697,-3.541847641,6.171044683,-2.761445099,13.01568565,-1.807956357,1
2.39,13.27624436,-13.74836801,16.99310769,6.54277232,-1.459311272,14.40691683,-1.145355189,1
2.4,7.98741303,-4.910923601,2.848092013,7.822761039,-1.303861889,-1.530966212,-1.592373665,1
2.41,8.740075588,-9.60341829,2.006962326,5.077912775,-2.147438941,19.23835756,4.954520354,1
2.42,9.979803635,-2.378624189,9.980416708,4.956450874,-0.779347662,-21.04284412,-1.378138077,1
2.43,4.403847648,-9.707670208,4.330348269,8.942953894,-1.7496018,-7.215955735,0.313661691,1
2.44,6.547629283,3.37856291,-1.885008444,6.195563835,-1.780655788,-7.006131063,-4.048636846,1
2.45,12.69391171,-2.149069726,1.470122603,8.183657783,0.29399281,10.54541152,2.717351877,1
2.46,12.47099842,-12.33671654,0.536147,5.154749067,1.270474745,17.27219885,1.322607952,1
2.47,8.225535801,2.798059915,3.189578763,7.858603935,0.452785078,11.16115021,-0.240349632,1
2.48,17.2413501,-7.134367683,6.137345112,5.586059858,-0.851507616,-19.45794356,-0.613068044,1
2.49,4.776894918,-9.636906814,6.016080839,6.01264912,0.394529766,4.967614076,-2.36541343,1
2.5,8.620051159,-11.11899658,10.63563848,5.603339806,0.97254597,0.481112949,-1.344629794,1
2.51,9.076443636,-3.160702567,2.812680533,7.54472583,0.690842807,5.269167923,-0.66613507,1
2.52,-1.173129559,1.524504198,8.594553818,5.958806439,0.125069443,-24.39157774,1.606053816,1
2.53,17.74833878,-8.887871699,13.09492946,6.001577345,-2.167680631,-10.57989849,5.302156381,1
2.54,11.46216995,-10.98052595,-4.492389715,7.67365336,1.357493611,-22.40718321,-0.119105424,1
2.55,5.816708076,-11.68666081,7.147928572,8.567895298,0.823271533,-5.706432828,-2.756430541,1
2.56,18.1975885,1.499073155,-3.552756562,7.429321185,1.057893384,12.9543217,-2.441562505,1
2.57,12.33297735,2.376844454,-6.152514973,7.261041336,0.506601093,-11.19991068,2.140557024,1
2.58,11.70547413,-7.712061802,12.40658476,7.779849404,-0.870845077,5.705717562,4.278919363,1
2.59,7.556021908,-3.273142426,9.720161675,8.667778233,1.298972997,6.371672988,5.560294228,1
2.6,10.40515818,-5.967215459,6.056112173,6.751681006,2.735901043,-12.41844982,5.733262486,1
2.61,3.873403799,-6.245920066,0.062873993,6.022153015,2.476332288,-1.247913287,-0.790152182,1
2.62,13.15169338,-1.111797307,11.95438873,8.843094505,1.345494847,-17.82522634,0.811895065,1
2.63,8.468906005,-3.715335662,-5.261454907,8.414901154,2.130210174,-21.49909175,-1.067736578,1
2.64,10.49752888,-4.259936173,3.354409988,5.785870787,1.866444503,14.64826904,-0.572779005,1
2.65,14.76383909,-7.356618181,5.869589702,7.813261461,0.386021714,-16.02628871,-0.415086651,1
2.66,11.08850261,-1.801128516,10.68972869,7.407516007,2.728239443,-18.68963654,1.32744996,1
2.67,10.99287769,-7.273638253,-6.183185677,6.928989136,4.203463408,23.35575683,2.381680613,1
2.68,11.04211032,-5.597548796,-15.40108355,5.84762513,4.78611926,-22.2178559,-1.275838349,1
2.69,6.99573963,-4.732402929,3.684341075,5.58916807,2.822632773,9.097360943,0.970271924,1
2.7,13.26516589,-11.81727724,4.905007211,6.452436422,3.784377686,-6.252513509,-0.077027816,1
2.71,16.08651275,-7.287764667,4.050821384,6.927960383,1.522153232,-16.32563104,-2.166176278,1
2.72,12.9398369,-7.335181098,-2.246475645,8.641049199,2.321695262,-11.35691984,-3.728925202,1
2.73,13.43539644,-5.245115302,2.760276722,5.601075013,4.082655191,11.58479462,0.024804079,1
2.74,6.377391372,-11.28827772,-6.207026767,8.018223159,4.324106124,17.77371948,1.205132254,1
2.75,6.405734514,-11.6390976,5.565184213,7.212908787,2.466156479,-11.55846514,3.219248666,1
2.76,4.103355345,2.434720686,8.405300419,7.815925508,3.285828848,-7.642767306,3.506995556,1
2.77,14.78545823,0.124274817,-1.334305182,9.022575774,3.523676173,-4.522400515,2.378252492,1
2.78,8.828923875,-1.187206362,-8.95767858,6.556428119,5.223140158,16.37230472,3.961617719,1
2.79,15.43382782,3.518120278,2.295337407,7.137907689,4.380957924,12.49606257,1.468439387,1
2.8,6.695225777,-3.480682728,1.891051055,5.318300824,4.841788411,-14.52895619,-3.261578757,1
2.81,8.060869243,-6.005856916,2.606405889,6.330164649,6.059241632,2.142726665,0.292411795,1
2.82,10.18025087,-3.110512342,10.91946495,8.561720071,5.654623055,13.33696506,1.101979355,1
2.83,13.47160932,-14.88788199,3.937518925,9.024665903,4.269911442,-1.062914527,0.801154923,1
2.84,10.01568202,-10.95105155,15.61858629,7.167179115,5.507229882,2.774982602,4.048413182,1
2.85,10.60366664,-1.635777,5.406182349,6.94780013,4.52382312,-14.3743039,-0.9771023,1
2.86,9.811378997,-5.233354094,-3.393838782,7.460828984,5.886054492,7.966797612,1.396776465,1
2.87,10.43973599,-11.75123022,9.939054717,7.297026599,7.095138892,-21.39616078,6.756392749,1
2.88,5.250437258,-2.036134335,2.603087523,9.252553061,6.947448889,-6.913337816,1.266420601,1
2.89,10.02497437,-0.299239114,0.220277304,5.989590051,6.93906049,-4.979851023,0.139579175,1
2.9,8.939515637,-1.918442273,4.837028157,5.315045885,6.874507419,5.438972323,4.977212113,1
2.91,9.442716954,-5.372586425,3.857009325,6.2550135,7.519074975,22.43348653,-0.379820156,1
2.92,11.62316261,-9.363787903,-6.175603562,5.622244903,7.002233724,-14.04388804,-3.744382626,1
2.93,6.914524219,-4.607185246,-1.913527272,7.113555005,7.63955393,2.207863031,2.380370797,1
2.94,9.282244606,-2.971345247,10.10321718,7.056343728,7.194724904,15.11202205,2.369494475,1
2.95,8.413489326,-6.858911541,4.254305989,5.506725689,7.732075316,5.147800313,-1.500251744,1
2.96,11.25442591,-2.00998869,7.040183662,6.967058112,7.614969952,11.94141719,0.020236013,1
2.97,12.70620312,-3.411415726,9.334681468,6.706223054,8.512710788,-19.17731269,-0.24912984,1
2.98,5.726944398,-3.275622833,13.97690997,7.239871499,8.749916742,16.78936306,-1.479022513,1
2.99,11.87343514,-15.06073445,-0.605913308,6.359062545,7.30872021,-9.43504621,-0.435904645,1
3,17.77369844,0.551362999,-0.984302374,6.599492636,-9.033309639,-3.144485118,0.775487334,1
3.01,3.606333747,3.812556691,-2.303619244,6.712121873,-8.027094721,-20.75600459,-4.375621971,1
3.02,6.150295469,-6.776280515,-0.351926592,8.32891232,-5.783984286,9.358926174,1.771942507,1
3.03,5.928320352,-12.1022255,-2.217437694,5.864941798,-6.839223576,17.36537079,0.842623457,1
3.04,8.313514473,-1.476127212,3.175352608,6.417506434,-9.675747288,-0.815568326,6.153266565,1
3.05,15.90020403,-6.951378119,2.623202256,7.064841248,-6.466328464,-19.93241333,-1.452448657,1
3.06,9.440749282,-9.409716921,6.767238068,6.92737991,-7.986280829,-19.852098,-0.146383806,1
3.07,6.586724486,1.563072995,-3.856921767,8.156329143,-6.781828083,-19.21861473,-0.984861506,1
3.08,11.83050344,-11.39254363,-0.628816749,6.69666628,-8.245060601,-0.254442707,-3.245131254,1
3.09,6.921493,-0.837935594,5.458009029,7.346481989,-8.90513104,6.10124915,-2.592136807,1
3.1,13.79141351,-10.61248237,7.500210163,7.032758304,-4.699450148,-23.33690913,1.461159324,1
3.11,10.49551969,2.989485765,-10.58433455,6.146118926,-5.235730011,-21.87082622,0.750544783,1
3.12,14.80588965,-1.686451733,-0.290040137,6.692606596,-4.514423214,24.32745883,3.107727455,1
3.13,6.581350426,-5.502874801,1.807642758,6.971255894,-5.304715022,-10.44481254,-0.883434503,1
3.14,21.32574692,-3.415070044,-8.910611342,6.200964134,-7.224567534,-1.163418001,-3.104045519,1
3.15,12.47588476,-1.196845698,6.035431586,9.596253592,-3.517507382,6.531715981,1.49476786,1
3.16,11.77073234,0.097475038,10.57487732,7.223446461,-8.241562217,10.74495099,0.712235059,1
3.17,8.922162084,0.142885937,-8.301634663,8.045567379,-5.408697185,-19.52768512,-1.439466493,1
3.18,6.19867123,-1.205863205,-6.025794279,8.665770094,-5.773836298,-19.51727136,1.724092649,1
3.19,5.603769535,-6.269244081,9.083654409,9.004376604,-5.653869008,20.60312702,-1.168988748,1
3.2,8.50436122,-0.504146201,10.18934707,5.196895601,-7.087395299,-8.79542632,-3.961425573,1
3.21,5.832260452,-10.32277008,-4.252625402,6.358985629,-6.106861115,11.19303935,2.248724024,1
3.22,10.12475536,1.313307844,-2.535012532,5.598726085,-4.882087573,10.48105363,-3.290619414,1
3.23,5.66202064,0.7174474,7.353874441,6.509355982,-2.901068677,-1.559558419,1.700763612,1
3.24,11.42274504,3.382975314,1.945835537,6.643439396,-5.106419301,-20.43445733,-1.778244321,1
3.25,12.73455206,-6.47060955,0.282662073,5.528213302,-3.508688198,19.49161329,2.455154855,1
3.26,6.058002459,-2.534377728,12.981934,8.110337877,-3.303214864,16.72593904,3.035373053,1
3.27,13.62305738,0.88781631,5.210419301,8.274758381,-2.741792402,-3.416356053,-3.169623738,1
3.28,7.871144521,-1.751964303,-7.486586428,6.292782242,-4.101286543,-2.205091336,-0.02730606,1
3.29,13.41431465,-5.411702501,4.956437759,7.680508055,-2.164243983,2.295087641,0.929329237,1
3.3,10.51573219,-1.678305435,-4.988577852,7.854050841,-4.332973964,-6.075241037,7.1354275,1
3.31,13.22193783,-2.810887606,7.901687389,7.661555776,-2.389036488,0.233987527,-3.338555193,1
3.32,4.713758365,1.891882504,9.347655615,5.641898539,-3.591720358,-1.366288269,6.336987365,1
3.33,8.243531065,-6.164051974,6.09337731,9.445378043,-3.491000125,-10.70658687,2.482075346,1
3.34,14.44495121,-1.258925021,9.035201922,-4.912786258,-3.159212522,18.62432147,-2.474192156,1
3.35,6.135272879,-1.425866416,15.2602028,-7.489235389,-3.940175131,-22.64198859,4.209138654,1
3.36,0.426461659,0.962417028,7.840814815,-7.463184135,-3.184260641,-6.784467136,-4.440943288,1
3.37,0.772417591,-3.12194039,1.255149981,-8.330769215,-1.737573846,13.70177072,3.230515178,1
3.38,-1.515817793,-2.053726119,-3.066773633,-6.385164228,-1.23856108,-0.724305922,-5.102975428,1
3.39,0.020123673,-2.977442974,4.845859945,-7.003192571,-1.88499175,14.31395818,0.509302865,1
3.4,6.796722602,-2.384346437,-2.705002301,-6.51799381,-0.584270279,-0.869673981,2.908294859,1
3.41,13.52355815,-2.444457672,-5.121208331,-7.421101229,-2.968143917,24.47320981,-3.745083712,1
3.42,6.606363282,-4.051161371,0.746168211,-8.262346884,-1.346102506,19.20214605,-0.796987107,1
3.43,9.634893751,11.78825697,-7.146676291,-7.960920368,-0.388435063,-24.6134007,-6.25512729,1
3.44,7.865993031,-6.498232013,-4.273677792,-7.617274871,-0.117461376,-1.247462963,0.193332988,1
3.45,8.305001524,-8.075796848,6.542000866,-6.850772618,-0.799196982,17.87069226,-0.165785392,1
3.46,7.562530617,-6.116604336,0.689393605,-7.227560294,1.602874656,-7.823714299,-0.142713237,1
3.47,7.502799716,-5.618120284,1.706946739,-6.221074171,-0.261272657,11.44965645,-4.674797258,1
3.48,10.00804891,-1.939734411,3.397049203,-6.321836768,-1.46232329,-4.084184587,0.087045957,1
3.49,3.423010959,5.22900233,-8.166847389,-6.065978058,0.137722651,-20.2118247,4.351686583,1
3.5,12.13067865,6.587816949,4.68136857,-6.703385884,-1.500988979,-9.237206762,1.360003326,1
3.51,11.73315059,-0.59562767,3.546733854,-5.144029073,1.184549508,-9.349169059,1.652494864,1
3.52,7.235440485,-14.20117915,3.304126878,-4.856014087,-0.00202653,7.727522218,1.389287993,1
3.53,11.19951809,0.284085152,5.638060457,-7.491391006,0.062757127,21.34357195,1.315924468,1
3.54,5.134526281,-8.118321866,-9.403001269,-8.05760927,0.923283486,10.18452148,-1.282069382,1
3.55,5.752658028,-3.995647199,15.06308738,-6.233051533,0.683072876,-8.848297597,2.044395097,1
3.56,8.487939722,-7.167607923,1.777514318,-6.412656954,-1.060306611,9.155979116,-4.505365167,1
3.57,7.063024005,0.782488332,-5.0021861,-6.197473319,-1.121022665,-20.79488342,-1.471666093,1
3.58,5.989670885,-4.405079883,4.277715109,-7.497763649,0.951297342,-6.224939541,-3.473832279,1
3.59,5.055238447,2.662338504,-4.013066481,-8.024300412,1.656680065,-15.49706417,-3.872157728,1
3.6,5.475153541,1.262224094,4.017664409,-7.156648484,2.148388081,9.65244872,-3.327774622,1
3.61,11.42160504,-2.250486188,6.868254233,-5.263443376,1.490781897,8.105281319,0.173742931,1
3.62,-0.148868513,-0.573021138,-4.283443266,-7.20218764,1.080975682,-7.346378922,0.682132472,1
3.63,8.99359661,3.685745297,8.707757304,-6.303917631,2.186349723,-15.96986293,3.300333974,1
3.64,6.596766,-2.687401323,4.426977081,-7.56290406,1.389198251,-17.16696617,-0.960966145,1
3.65,10.4123647,3.826095026,5.740115212,-7.879746204,2.420955833,-13.15052133,-0.581367032,1
3.66,9.519705909,-0.773718343,6.075174981,-7.80052384,1.024676454,-8.577031322,-2.92760838,1
3.67,-3.712720143,0.744816975,6.730488442,-9.251580439,2.388969131,18.47978373,-0.939063858,1
3.68,9.713717615,3.469097176,10.38313549,-7.655481634,0.979598374,-18.90430269,3.164883694,1
3.69,8.629650436,6.205701785,8.828736374,-6.116557821,4.899564213,-16.59285587,-1.574808075,1
3.7,7.377137621,2.227317877,6.592480624,-6.956679553,2.732541248,-6.477244717,-1.783805331,1
3.71,5.371836037,-0.009606489,-0.910046671,-7.846007555,4.325317711,5.217300912,-7.41271201,1
3.72,10.61621514,3.377288578,5.398914004,-7.053588667,3.050325006,-22.20925006,-3.230635079,1
3.73,5.507247591,-7.87801876,0.338823637,-6.740186452,3.646518193,-12.73869517,-7.402723372,1
3.74,14.45422728,8.119411776,-5.001822683,-6.167667655,3.946215723,16.69857154,-0.760541247,1
3.75,9.328599234,-6.627456328,3.447256879,-7.731333214,3.196166136,8.144177927,-6.637556018,1
3.76,15.57781197,4.593943405,-1.776551753,-7.007587085,3.68780447,-7.428466506,2.460222352,1
3.77,3.839518202,-2.67003908,10.51591132,-6.667112744,3.931750203,-19.28938428,-3.13122642,1
3.78,-0.087169503,2.762399019,3.483525448,-5.946524047,5.102519514,-8.754817391,-7.004424132,1
3.79,9.750296474,-0.281371211,3.986037021,-8.250678063,3.865585898,-12.77419788,-5.138781383,1
3.8,10.25628731,1.894691913,8.370342655,-7.305814295,5.163965545,10.52825639,-6.842436888,1
3.81,6.940974175,-3.551974365,1.214970041,-8.79883846,5.612260476,-9.972672545,-0.895072781,1
3.82,0.598155098,-10.27603284,2.188715299,-7.839649695,4.390409563,8.86179284,-1.825852175,1
3.83,4.915275027,2.635448536,10.7208455,-6.662865758,5.375783201,-4.367198336,-1.968602065,1
3.84,9.13206081,-2.325383384,-4.56475584,-5.290792303,6.034511992,-7.503080912,-3.797835269,1
3.85,5.876413351,-2.491179437,-1.459955187,-7.23818502,6.14779512,14.29112779,0.580266686,1
3.86,6.101916816,-2.79987394,2.944036314,-7.401594445,6.075049178,-15.72982066,-1.588485338,1
3.87,5.816501378,10.82340978,8.459321144,-7.999462285,7.508562173,-2.158855115,-5.740358893,1
3.88,2.734900993,-1.935139199,5.253690274,-8.366789701,5.117847397,4.175568147,-4.63512116,1
3.89,4.290445227,2.684203249,-3.185853222,-7.861715917,8.239205562,-8.939969961,1.64627663,1
3.9,0.668018215,-4.677928082,-1.755120747,-6.379282492,5.401091477,10.31240519,-7.566945954,1
3.91,13.39754141,8.813743453,13.93452132,-9.095866704,5.903309405,20.89125693,-4.965836817,1
3.92,4.375422112,-1.509297184,5.669577832,-7.206058394,7.356490718,-21.34646971,0.223955714,1
3.93,8.138318532,-11.65758448,0.065478522,-7.683158044,9.138377551,-15.92863577,-6.767585276,1
3.94,2.091052352,14.97874335,0.874587177,-8.04550908,6.137309315,0.455606792,-2.531797513,1
3.95,9.307183495,-3.99860384,26.22583486,-6.762116322,5.684432613,14.99403551,-4.39743135,1
3.96,-1.413340934,8.109710709,11.83002468,-7.792266306,7.381373782,6.547880477,-9.535699815,1
3.97,9.711755889,5.303074416,-6.026436451,-8.087602785,7.017205639,-24.01546511,-5.533885435,1
3.98,5.837578131,4.971013754,1.043734727,-7.583576146,9.662763643,-8.500936413,-4.43092746,1
3.99,14.37098842,0.624825338,8.137260177,-8.544487131,8.234150983,7.691402195,-2.276542606,1
4,0.651716232,2.800095725,2.151339567,-8.64461881,-8.698127656,9.35687928,-5.061824262,1
4.01,6.132426717,8.045341703,10.64241028,-7.796662416,-7.006493374,-0.887554153,-4.577721077,1
4.02,7.24465429,0.492263686,14.39741484,-8.145170111,-6.968388322,-22.31326505,-6.279254227,1
4.03,10.65591803,3.324405699,3.861068972,-6.108878809,-9.037151263,6.389376936,-1.379645019,1
4.04,3.981261646,6.779922347,5.587895268,-7.081912814,-4.540912905,0.201506807,-1.323115899,1
4.05,5.966691405,2.625691502,2.811198339,-8.164056565,-6.639986572,11.27066475,-3.335743875,1
4.06,-3.001110751,0.153758598,9.123642603,-7.106028874,-7.05845873,-5.47528977,-1.360215391,1
4.07,2.19578325,9.606636543,12.83003756,-6.298867073,-7.007852345,16.7862704,-0.000869469,1
4.08,7.27040727,4.125881609,9.4404594,-6.423598109,-4.802014412,-9.624888488,-4.630588623,1
4.09,9.827909826,1.860390163,-2.660215747,-5.285344907,-6.220640451,18.18934091,-1.089937391,1
4.1,4.231322874,-1.32479837,8.367353162,-7.802651719,-6.167704609,-24.27596538,-4.432113818,1
4.11,13.53053394,-2.40529151,0.372138087,-5.717067545,-8.043830889,13.13714219,-1.770196272,1
4.12,12.29274321,7.159219823,14.33828248,-7.369103306,-6.716902735,16.36837508,-0.6500711,1
4.13,4.955563459,7.503819595,6.7092246,-6.923659362,-7.59274417,9.04485219,-2.794869724,1
4.14,-4.509616667,-8.029331702,10.20366712,-7.858448881,-5.551143212,20.13670707,-3.535413311,1
4.15,-2.019851346,-0.186936153,3.731873357,-8.03817031,-5.06670801,-14.91329467,-6.146895332,1
4.16,1.92479671,7.780804734,3.667499082,-5.183222081,-8.693034235,-7.402541294,-8.844082313,1
4.17,9.445215485,15.14327231,6.449451122,-5.108712658,-5.410797466,-13.54297488,0.527091988,1
4.18,6.168362567,13.83840624,3.683198079,-6.704126347,-6.88031591,17.24591714,-2.323496418,1
4.19,-3.504490008,7.860378656,13.34467183,-6.165643658,-4.462222198,12.32050678,-5.099416742,1
4.2,3.902473426,10.08162305,-2.978845161,-6.785218018,-4.389564681,18.45264162,-1.363910164,1
4.21,11.21582753,0.641268796,7.989937336,-5.418020185,-5.764970241,-7.618855053,-6.533019053,1
4.22,3.207820572,7.213926317,0.360547607,-8.780787919,-4.469985255,-17.30246185,-5.336479925,1
4.23,1.651632312,-2.78220981,9.049813278,-5.369847865,-4.018410898,23.4141354,-1.032388001,1
4.24,12.81429502,0.656054489,-6.896169622,-8.680121014,-3.925619901,-2.553820049,-11.64367752,1
4.25,4.753543145,5.13156693,11.60623717,-5.400949238,-1.947994853,11.49512019,-2.631397222,1
4.26,2.567203766,14.42711525,2.036181374,-4.860081562,-3.489243299,7.708348372,-3.013467563,1
4.27,5.828250946,7.387398433,-3.506768925,-8.253119247,-5.016997597,-17.85765838,0.583606859,1
4.28,4.439816572,5.076293132,8.198213353,-7.708827497,-3.456655817,17.20888216,-2.70143611,1
4.29,2.597991344,2.915730354,2.750245459,-7.012307696,-3.209270448,23.92316489,-7.36800848,1
4.3,9.09161823,-2.787670918,5.566500037,-6.165354095,-3.270279387,23.3124283,0.344789314,1
4.31,8.663664495,6.896650781,11.27384124,-9.169178437,-3.282681041,-8.17979976,-1.843449163,1
4.32,7.507202042,2.194046052,-2.638070846,-7.157035477,-1.896365156,21.29744583,0.191447473,1
4.33,3.674941877,5.191294733,-0.50654545,-6.333788855,-0.756555902,-18.33777457,2.719404354,1
4.34,8.616665863,-0.394657721,4.3967664,-6.214351088,-1.060552883,21.98612226,-6.527230078,1
4.35,3.77266859,4.713557404,7.321983634,-6.34980529,-3.09432398,-22.79498413,-1.804216406,1
4.36,5.780309737,-3.5232245,-0.302269646,-7.452524809,-2.8908432,-4.54611438,-4.717808008,1
4.37,7.990587395,6.735430915,-0.836961397,-7.410956847,-1.432150201,17.15034026,-5.110456068,1
4.38,7.033168396,10.86784362,8.552373823,-7.563935274,-1.619911778,11.3115369,-2.55603268,1
4.39,10.89861079,8.891608224,9.828606767,-4.470872108,0.328476984,11.04635409,-0.797829226,1
4.4,5.486381591,14.94293056,12.31278855,-8.030724012,-1.036678345,-11.13273434,-7.250410923,1
4.41,-3.113486276,6.047846284,2.160672357,-6.757425817,-2.269616484,-3.939306051,-0.188724433,1
4.42,-1.076561633,7.00246408,-11.55962797,-7.317011453,-2.747152724,4.477496685,-1.504729508,1
4.43,8.905770477,7.099832474,7.076380211,-7.163735461,-0.911778088,-5.543119551,-7.797437658,1
4.44,2.121296552,0.176006058,8.497849953,-6.678927128,0.79099507,0.298761623,-3.422576755,1
4.45,4.933535783,15.3892468,-4.860501594,-7.581675612,-1.593716302,2.017474183,-7.169023051,1
4.46,-0.077627181,9.613664231,4.484859859,-6.962407874,-0.622791803,16.21350026,-5.984231312,1
4.47,7.272405991,3.503598485,5.596530222,-7.449014189,-0.304584514,11.24889605,-6.229175441,1
4.48,1.670107103,0.249783679,5.98887355,-6.26670555,-0.942033284,8.024413106,-3.453888784,1
4.49,8.982298151,7.716948325,1.160601243,-7.400652358,0.919129226,-23.20580371,-2.21529666,1
4.5,0.96123386,9.141839734,4.451352531,-6.942401206,1.263855007,-17.23073943,-4.459506788,1
4.51,7.502886283,5.587459844,7.555066653,-6.994786058,0.203613094,19.32634179,-0.054463865,1
4.52,5.668000235,5.871568171,-6.702433674,-5.115034668,-1.542259542,13.28775552,-5.504293353,1
4.53,0.020794047,4.042991228,9.422969857,-5.146054894,-0.000382486,-15.9807791,-1.211221863,1
4.54,7.246177956,5.011431262,1.763284551,-8.1993958,0.580516883,-21.74219936,-0.794721102,1
4.55,-0.816626902,11.74167419,8.547107346,-7.798515317,0.887578141,-16.86341506,2.449215569,1
4.56,-0.5603494,12.10905632,-0.253875962,-8.461119488,0.935553978,16.87027959,-4.223735005,1
4.57,5.555865062,-2.35572448,-6.307031517,-7.388973582,1.241229949,23.6553251,2.210392775,1
4.58,0.107047057,5.877934876,11.05206289,-7.127753022,0.563680915,12.75524678,1.337115491,1
4.59,0.172334988,-0.79940422,13.81368135,-7.731458159,1.402593222,14.2302293,-4.641700768,1
4.6,1.111296035,-1.420637178,-7.194725618,-6.688125103,2.38067821,-23.53078113,-3.116737178,1
4.61,-1.574684452,8.223511291,-3.783645525,-7.550144229,1.103402878,18.73190907,-1.224476926,1
4.62,6.544967609,1.120972003,4.536569365,-7.090964736,2.527064761,9.057478284,-2.679142923,1
4.63,4.737953061,-10.40373871,-2.323154494,-8.902716802,2.637284119,-7.547667795,-0.873196495,1
4.64,1.965392823,8.622194775,8.535955724,-6.399967761,3.237611508,-0.020963036,-1.368259794,1
4.65,1.747864145,11.83967147,-0.806539572,-8.010138645,2.103448297,22.50287999,-4.812595437,1
